trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
897,False,"{'a': 0.01, 'e': 0.4077912001142262}",20,6,-1.513144783172442,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
898,False,"{'a': 0.01, 'e': 0.4073836127417638}",20,16,7.530531321690843,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
899,False,"{'a': 0.01, 'e': 0.40697643275294815}",20,15,-3.5110811355056684,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
900,False,"{'a': 0.01, 'e': 0.4065696597405991}",20,0,-5.966529866841582,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",1
901,False,"{'a': 0.01, 'e': 0.4061632932979437}",25,0,-37.84854904693864,"{0: 19, 1: 0, 2: 5, 3: 1, 4: 0}",0
902,False,"{'a': 0.01, 'e': 0.40575733301861544}",30,18,-16.77027532726376,"{0: 9, 1: 1, 2: 1, 3: 1, 4: 0}",1
903,False,"{'a': 0.01, 'e': 0.405351778496654}",20,13,-9.97182052445109,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
904,False,"{'a': 0.01, 'e': 0.4049466293265049}",25,3,-37.472744560965126,"{0: 19, 1: 0, 2: 1, 3: 1, 4: 1}",1
905,False,"{'a': 0.01, 'e': 0.4045418851030188}",20,15,1.0349655501717496,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
906,False,"{'a': 0.01, 'e': 0.4041375454214515}",25,16,0.9141720183683497,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
907,False,"{'a': 0.01, 'e': 0.4037336098774634}",25,10,-33.32617947837301,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 1}",1
908,False,"{'a': 0.01, 'e': 0.40333007806711874}",30,22,-5.2223312398125366,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
909,False,"{'a': 0.01, 'e': 0.40292694958688574}",20,0,-51.52467906436269,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
910,False,"{'a': 0.01, 'e': 0.40252422403363597}",20,3,-24.830877949264803,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
911,False,"{'a': 0.01, 'e': 0.40212190100464373}",25,13,-97.35107620795533,"{0: 5, 1: 0, 2: 5, 3: 1, 4: 1}",1
912,False,"{'a': 0.01, 'e': 0.401719980097586}",25,0,-108.05298055191288,"{0: 15, 1: 5, 2: 3, 3: 0, 4: 2}",1
913,False,"{'a': 0.01, 'e': 0.4013184609105419}",20,0,1.1582775111657388,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
914,False,"{'a': 0.01, 'e': 0.4009173430419921}",20,10,5.29899534915104,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
915,False,"{'a': 0.01, 'e': 0.4005166260908188}",35,0,-113.31433459293525,"{0: 23, 1: 4, 2: 6, 3: 1, 4: 1}",0
916,False,"{'a': 0.01, 'e': 0.40011630965630496}",25,7,-3.799069919735045,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
917,False,"{'a': 0.01, 'e': 0.3997163933381341}",20,0,16.733766431552127,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
918,False,"{'a': 0.01, 'e': 0.3993168767363899}",25,13,3.4131609130946403,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
919,False,"{'a': 0.01, 'e': 0.39891775945155566}",30,8,9.755703177128769,"{0: 19, 1: 2, 2: 1, 3: 0, 4: 0}",1
920,False,"{'a': 0.01, 'e': 0.39851904108451414}",25,0,-31.624195681667175,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
921,False,"{'a': 0.01, 'e': 0.39812072123654696}",25,13,-10.204376378152629,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
922,False,"{'a': 0.01, 'e': 0.39772279950933415}",25,14,-46.93418287584641,"{0: 8, 1: 1, 2: 0, 3: 1, 4: 1}",1
923,False,"{'a': 0.01, 'e': 0.397325275504954}",25,13,-9.63244678180276,"{0: 10, 1: 1, 2: 0, 3: 1, 4: 0}",1
924,False,"{'a': 0.01, 'e': 0.39692814882588245}",20,0,4.740253523059098,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
925,False,"{'a': 0.01, 'e': 0.39653141907499284}",25,19,4.919530327449195,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
926,False,"{'a': 0.01, 'e': 0.39613508585555535}",30,23,14.47969316170277,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
927,False,"{'a': 0.01, 'e': 0.3957391487712367}",30,3,-24.385636522999523,"{0: 23, 1: 1, 2: 2, 3: 0, 4: 1}",1
928,False,"{'a': 0.01, 'e': 0.3953436074260998}",25,0,-32.905877232531566,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",0
929,False,"{'a': 0.01, 'e': 0.39494846142460327}",20,8,7.803212568226259,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
930,False,"{'a': 0.01, 'e': 0.3945537103716011}",20,0,-123.6349783556566,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 3}",0
931,False,"{'a': 0.01, 'e': 0.3941593538723422}",20,0,-26.64902971640558,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
932,False,"{'a': 0.01, 'e': 0.39376539153247}",20,12,14.840431062579292,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
933,False,"{'a': 0.01, 'e': 0.3933718229580221}",25,11,6.407529257312363,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
934,False,"{'a': 0.01, 'e': 0.39297864775542996}",25,14,4.555619014872401,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
935,False,"{'a': 0.01, 'e': 0.39258586553151836}",25,0,10.9041239987023,"{0: 23, 1: 1, 2: 0, 3: 1, 4: 0}",0
936,False,"{'a': 0.01, 'e': 0.39219347589350495}",30,12,-61.03456187114645,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 2}",1
937,False,"{'a': 0.01, 'e': 0.39180147844900015}",25,18,15.19052686094432,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
938,False,"{'a': 0.01, 'e': 0.3914098728060065}",20,0,-29.241462167829805,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
939,False,"{'a': 0.01, 'e': 0.3910186585729182}",20,14,5.290833407636671,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
940,False,"{'a': 0.01, 'e': 0.3906278353585211}",25,16,7.311737989870123,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
941,False,"{'a': 0.01, 'e': 0.39023740277199187}",20,7,5.5976443138150955,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
942,False,"{'a': 0.01, 'e': 0.38984736042289797}",20,0,-3.636238604562971,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
943,False,"{'a': 0.01, 'e': 0.38945770792119694}",30,0,-38.85612817841384,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 2}",0
944,False,"{'a': 0.01, 'e': 0.3890684448772363}",30,20,-17.201396692370274,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
945,False,"{'a': 0.01, 'e': 0.388679570901753}",20,10,-22.87091978629038,"{0: 7, 1: 1, 2: 1, 3: 1, 4: 0}",1
946,False,"{'a': 0.01, 'e': 0.38829108560587294}",25,11,-14.179116362106985,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
947,False,"{'a': 0.01, 'e': 0.3879029886011109}",20,14,13.829896292506437,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
948,False,"{'a': 0.01, 'e': 0.3875152794993697}",25,13,14.712368351729882,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
949,False,"{'a': 0.01, 'e': 0.38712795791294036}",30,10,9.237211017412521,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
950,False,"{'a': 0.01, 'e': 0.3867410234545012}",25,0,3.6032362397907933,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
951,False,"{'a': 0.01, 'e': 0.3863544757371177}",20,13,-0.3024587745008711,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
952,False,"{'a': 0.01, 'e': 0.3859683143742421}",30,24,11.118915804870227,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
953,False,"{'a': 0.01, 'e': 0.38558253897971306}",25,10,10.235262262784111,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
954,False,"{'a': 0.01, 'e': 0.38519714916775516}",25,0,-4.913491543122171,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",1
955,False,"{'a': 0.01, 'e': 0.3848121445529785}",20,0,0.7601879540554815,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
956,False,"{'a': 0.01, 'e': 0.3844275247503785}",25,8,-23.606163639900846,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
957,False,"{'a': 0.01, 'e': 0.3840432893753353}",30,9,7.398065345835397,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 0}",1
958,False,"{'a': 0.01, 'e': 0.38365943804361335}",20,5,15.506058477544094,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 0}",1
959,False,"{'a': 0.01, 'e': 0.3832759703713615}",30,16,29.105915432192216,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
960,False,"{'a': 0.01, 'e': 0.38289288597511206}",25,16,14.358746660584064,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
961,False,"{'a': 0.01, 'e': 0.38251018447178037}",20,4,-82.61713275631593,"{0: 10, 1: 0, 2: 4, 3: 1, 4: 1}",1
962,False,"{'a': 0.01, 'e': 0.38212786547866506}",30,20,-1.085674176165619,"{0: 7, 1: 3, 2: 0, 3: 0, 4: 0}",1
963,False,"{'a': 0.01, 'e': 0.3817459286134471}",20,14,12.442977415544116,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
964,False,"{'a': 0.01, 'e': 0.38136437349418956}",30,17,5.679566987493172,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
965,False,"{'a': 0.01, 'e': 0.38098319973933725}",25,7,26.619688736693973,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
966,False,"{'a': 0.01, 'e': 0.38060240696771647}",25,11,-76.09701710881076,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 2}",1
967,False,"{'a': 0.01, 'e': 0.38022199479853436}",20,2,-20.088764222069887,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
968,False,"{'a': 0.01, 'e': 0.3798419628513787}",30,0,8.355103289428326,"{0: 26, 1: 2, 2: 2, 3: 0, 4: 0}",0
969,False,"{'a': 0.01, 'e': 0.37946231074621756}",20,13,4.401566901438171,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
970,False,"{'a': 0.01, 'e': 0.37908303810339883}",25,1,-6.5437460809917996,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 0}",1
971,False,"{'a': 0.01, 'e': 0.37870414454364976}",25,14,-56.230079800018466,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 1}",1
972,False,"{'a': 0.01, 'e': 0.3783256296880768}",25,17,15.597798147773107,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
973,False,"{'a': 0.01, 'e': 0.37794749315816506}",20,0,-135.0261363758754,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 3}",0
974,False,"{'a': 0.01, 'e': 0.37756973457577797}",20,0,-19.38902029522276,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
975,False,"{'a': 0.01, 'e': 0.37719235356315695}",30,11,18.707335398197888,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 0}",1
976,False,"{'a': 0.01, 'e': 0.37681534974292086}",20,8,-14.888418740949717,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
977,False,"{'a': 0.01, 'e': 0.37643872273806595}",30,0,-88.82588678764589,"{0: 24, 1: 1, 2: 2, 3: 1, 4: 2}",0
978,False,"{'a': 0.01, 'e': 0.37606247217196515}",30,0,-37.59267223383858,"{0: 25, 1: 1, 2: 3, 3: 0, 4: 1}",0
979,False,"{'a': 0.01, 'e': 0.37568659766836787}",25,3,-15.398171731885675,"{0: 18, 1: 0, 2: 4, 3: 0, 4: 0}",1
980,False,"{'a': 0.01, 'e': 0.37531109885139957}",25,0,24.306972678564687,"{0: 23, 1: 2, 2: 0, 3: 0, 4: 0}",1
981,False,"{'a': 0.01, 'e': 0.37493597534556133}",30,6,-5.176728279490052,"{0: 19, 1: 3, 2: 2, 3: 0, 4: 0}",1
982,False,"{'a': 0.01, 'e': 0.3745612267757298}",20,10,20.46110463751577,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
983,False,"{'a': 0.01, 'e': 0.37418685276715613}",20,2,-23.7732029888484,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
984,False,"{'a': 0.01, 'e': 0.3738128529454665}",30,12,-12.124518836994541,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 0}",1
985,False,"{'a': 0.01, 'e': 0.37343922693666093}",20,0,11.108014674713743,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
986,False,"{'a': 0.01, 'e': 0.3730659743671134}",25,5,-66.62422577613302,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",1
987,False,"{'a': 0.01, 'e': 0.3726930948635714}",20,13,-10.03749344910468,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
988,False,"{'a': 0.01, 'e': 0.3723205880531552}",35,23,-1.4831177580802506,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
989,False,"{'a': 0.01, 'e': 0.3719484535633582}",35,0,-12.173962237483458,"{0: 27, 1: 7, 2: 0, 3: 1, 4: 0}",0
990,False,"{'a': 0.01, 'e': 0.3715766910220457}",20,16,6.590506790052938,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
991,False,"{'a': 0.01, 'e': 0.37120530005745517}",25,0,-23.85283101459399,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",1
992,False,"{'a': 0.01, 'e': 0.37083428029819565}",20,2,-46.60833422992413,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 0}",1
993,False,"{'a': 0.01, 'e': 0.37046363137324734}",20,11,-5.500762158133454,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
994,False,"{'a': 0.01, 'e': 0.37009335291196127}",25,11,-62.34039464033758,"{0: 10, 1: 0, 2: 2, 3: 1, 4: 1}",1
995,False,"{'a': 0.01, 'e': 0.369723444544059}",25,0,-26.04620304633902,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
996,False,"{'a': 0.01, 'e': 0.369353905899632}",25,0,15.505391521749797,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",1
997,False,"{'a': 0.01, 'e': 0.3689847366091418}",20,0,11.888835296984402,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
998,False,"{'a': 0.01, 'e': 0.3686159363034188}",25,14,-1.1168991009297269,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
999,False,"{'a': 0.01, 'e': 0.3682475046136629}",30,6,2.9121931154649143,"{0: 20, 1: 3, 2: 1, 3: 0, 4: 0}",1
1000,False,"{'a': 0.01, 'e': 0.36787944117144233}",25,17,3.438575745616106,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1001,False,"{'a': 0.01, 'e': 0.3675117456086935}",20,2,-3.168213213958384,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
1002,False,"{'a': 0.01, 'e': 0.36714441755772104}",20,0,-7.777749623174216,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
1003,False,"{'a': 0.01, 'e': 0.3667774566511966}",35,17,-28.691262206918886,"{0: 15, 1: 0, 2: 1, 3: 2, 4: 0}",1
1004,False,"{'a': 0.01, 'e': 0.3664108625221595}",25,13,-4.004169916646954,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
1005,False,"{'a': 0.01, 'e': 0.36604463480401533}",20,14,-37.559753647245785,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 1}",1
1006,False,"{'a': 0.01, 'e': 0.36567877313053654}",25,13,-27.900526294200187,"{0: 8, 1: 0, 2: 4, 3: 0, 4: 0}",1
1007,False,"{'a': 0.01, 'e': 0.3653132771358613}",25,10,14.626346952579587,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1008,False,"{'a': 0.01, 'e': 0.36494814645449375}",25,14,18.15627948331325,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1009,False,"{'a': 0.01, 'e': 0.3645833807213029}",20,9,16.38462190206005,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1010,False,"{'a': 0.01, 'e': 0.3642189795715233}",20,16,7.101477695586116,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1011,False,"{'a': 0.01, 'e': 0.3638549426407535}",25,7,3.334609814937492,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
1012,False,"{'a': 0.01, 'e': 0.3634912695649568}",20,16,6.876113067139661,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1013,False,"{'a': 0.01, 'e': 0.3631279599804599}",25,19,9.596859790872234,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1014,False,"{'a': 0.01, 'e': 0.36276501352395324}",25,14,-5.358183132912024,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
1015,False,"{'a': 0.01, 'e': 0.36240242983249027}",25,13,16.891307495249187,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1016,False,"{'a': 0.01, 'e': 0.36204020854348745}",20,8,16.13050590893926,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1017,False,"{'a': 0.01, 'e': 0.36167834929472326}",35,16,-11.797757244568002,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 0}",1
1018,False,"{'a': 0.01, 'e': 0.36131685172433853}",30,4,11.415827654249904,"{0: 23, 1: 1, 2: 2, 3: 0, 4: 0}",1
1019,False,"{'a': 0.01, 'e': 0.3609557154708356}",25,19,-11.332698318331918,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
1020,False,"{'a': 0.01, 'e': 0.3605949401730783}",25,18,2.281838614783842,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1021,False,"{'a': 0.01, 'e': 0.3602345254702911}",25,5,31.395940753549237,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1022,False,"{'a': 0.01, 'e': 0.35987447100205955}",25,19,11.284156894451153,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1023,False,"{'a': 0.01, 'e': 0.35951477640832885}",30,0,-107.74756100167562,"{0: 19, 1: 4, 2: 4, 3: 2, 4: 1}",0
1024,False,"{'a': 0.01, 'e': 0.3591554413294046}",20,3,23.325973741604596,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1025,False,"{'a': 0.01, 'e': 0.3587964654059516}",30,7,-77.99102336534652,"{0: 18, 1: 0, 2: 3, 3: 0, 4: 2}",1
1026,False,"{'a': 0.01, 'e': 0.3584378482789939}",30,0,-59.73499838045542,"{0: 23, 1: 1, 2: 5, 3: 0, 4: 1}",0
1027,False,"{'a': 0.01, 'e': 0.35807958958991437}",25,20,8.269348999276655,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1028,False,"{'a': 0.01, 'e': 0.3577216889804542}",25,19,13.761634747172346,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1029,False,"{'a': 0.01, 'e': 0.3573641460927129}",25,5,21.018734083267645,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1030,False,"{'a': 0.01, 'e': 0.3570069605691474}",25,7,13.486378635042948,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
1031,False,"{'a': 0.01, 'e': 0.35665013205257223}",25,11,3.757856453849743,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
1032,False,"{'a': 0.01, 'e': 0.3562936601861588}",20,10,-33.548413685925304,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
1033,False,"{'a': 0.01, 'e': 0.35593754461343535}",25,19,13.890566926393381,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1034,False,"{'a': 0.01, 'e': 0.35558178497828613}",25,13,-10.516203655197694,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
1035,False,"{'a': 0.01, 'e': 0.3552263809249515}",30,12,-12.835359865624541,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 0}",1
1036,False,"{'a': 0.01, 'e': 0.3548713320980274}",25,11,11.294989191041084,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
1037,False,"{'a': 0.01, 'e': 0.35451663814246503}",25,18,-41.03751792600009,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 1}",1
1038,False,"{'a': 0.01, 'e': 0.35416229870357024}",25,6,-31.105666794961262,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 1}",1
1039,False,"{'a': 0.01, 'e': 0.35380831342700375}",20,0,-0.2514903745848096,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
1040,False,"{'a': 0.01, 'e': 0.35345468195878016}",25,5,-24.657123791313555,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",1
1041,False,"{'a': 0.01, 'e': 0.353101403945268}",20,11,16.469841937729967,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1042,False,"{'a': 0.01, 'e': 0.3527484790331891}",20,10,21.207638390604874,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1043,False,"{'a': 0.01, 'e': 0.35239590686961875}",20,3,0.6245369686723332,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
1044,False,"{'a': 0.01, 'e': 0.3520436871019846}",30,8,-54.017302272280176,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 2}",1
1045,False,"{'a': 0.01, 'e': 0.3516918193780669}",30,20,15.609347534423648,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1046,False,"{'a': 0.01, 'e': 0.3513403033459978}",20,0,-7.087521601021273,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
1047,False,"{'a': 0.01, 'e': 0.35098913865426146}",25,13,5.81285175680776,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1048,False,"{'a': 0.01, 'e': 0.35063832495169295}",30,9,-68.47384746496083,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 1}",1
1049,False,"{'a': 0.01, 'e': 0.3502878618874786}",30,11,-12.71985979643722,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 0}",1
1050,False,"{'a': 0.01, 'e': 0.3499377491111553}",20,0,-37.94484361811896,"{0: 15, 1: 1, 2: 2, 3: 2, 4: 0}",0
1051,False,"{'a': 0.01, 'e': 0.3495879862726104}",25,15,-5.3208794409360625,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
1052,False,"{'a': 0.01, 'e': 0.3492385730220808}",20,0,-52.56340310845206,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
1053,False,"{'a': 0.01, 'e': 0.34888950901015336}",20,8,13.5890878110536,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1054,False,"{'a': 0.01, 'e': 0.348540793887764}",20,0,-20.258448562189727,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
1055,False,"{'a': 0.01, 'e': 0.3481924273061976}",25,9,18.006335568276143,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1056,False,"{'a': 0.01, 'e': 0.3478444089170874}",20,9,-88.56774548468736,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 2}",1
1057,False,"{'a': 0.01, 'e': 0.34749673837241524}",20,9,1.9429633887685556,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
1058,False,"{'a': 0.01, 'e': 0.3471494153245103}",20,0,-94.36872051255312,"{0: 11, 1: 2, 2: 4, 3: 3, 4: 0}",0
1059,False,"{'a': 0.01, 'e': 0.34680243942604977}",20,8,-9.489548184145756,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
1060,False,"{'a': 0.01, 'e': 0.3464558103300574}",20,11,-24.33479107893493,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
1061,False,"{'a': 0.01, 'e': 0.3461095276899044}",20,0,-132.22959013033685,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 3}",0
1062,False,"{'a': 0.01, 'e': 0.34576359115930777}",35,15,-34.61413084511009,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",1
1063,False,"{'a': 0.01, 'e': 0.3454180003923312}",25,12,-42.464635670238984,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 1}",1
1064,False,"{'a': 0.01, 'e': 0.34507275504338375}",25,0,-16.623997724826832,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
1065,False,"{'a': 0.01, 'e': 0.3447278547672202}",20,11,-40.02694416009079,"{0: 5, 1: 2, 2: 0, 3: 2, 4: 0}",1
1066,False,"{'a': 0.01, 'e': 0.34438329921894}",25,0,-91.44272194268977,"{0: 15, 1: 5, 2: 3, 3: 1, 4: 1}",0
1067,False,"{'a': 0.01, 'e': 0.34403908805398786}",25,19,12.974661344458228,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1068,False,"{'a': 0.01, 'e': 0.34369522092815236}",20,0,29.39084970587644,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1069,False,"{'a': 0.01, 'e': 0.3433516974975665}",25,2,-57.61906282673613,"{0: 18, 1: 0, 2: 4, 3: 0, 4: 1}",1
1070,False,"{'a': 0.01, 'e': 0.34300851741870664}",20,0,-5.794137656102147,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
1071,False,"{'a': 0.01, 'e': 0.3426656803483929}",25,0,12.23342248914022,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
1072,False,"{'a': 0.01, 'e': 0.34232318594378797}",20,7,-35.33242739236544,"{0: 9, 1: 2, 2: 0, 3: 2, 4: 0}",1
1073,False,"{'a': 0.01, 'e': 0.3419810338623976}",35,23,19.45478118827501,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1074,False,"{'a': 0.01, 'e': 0.34163922376206945}",20,12,3.5472530883099362,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1075,False,"{'a': 0.01, 'e': 0.3412977553009937}",20,11,-7.525428000893216,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
1076,False,"{'a': 0.01, 'e': 0.34095662813770156}",20,12,3.3708799043223907,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1077,False,"{'a': 0.01, 'e': 0.3406158419310661}",20,12,-26.8897529113011,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
1078,False,"{'a': 0.01, 'e': 0.3402753963403008}",25,11,-38.56356203523748,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 1}",1
1079,False,"{'a': 0.01, 'e': 0.33993529102496034}",20,10,-38.38381178506314,"{0: 5, 1: 2, 2: 2, 3: 1, 4: 0}",1
