trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
913,False,"{'a': 0.01, 'e': 0.1949992172468359}",20,9,22.18527795295183,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
914,False,"{'a': 0.01, 'e': 0.19400365125200092}",25,7,31.984928553593242,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
915,False,"{'a': 0.01, 'e': 0.19301253724569223}",25,7,30.913082096007066,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
916,False,"{'a': 0.01, 'e': 0.1920258622483152}",20,10,15.372334944067061,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
917,False,"{'a': 0.01, 'e': 0.19104361323689878}",25,20,7.759359517147451,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
918,False,"{'a': 0.01, 'e': 0.19006577714631723}",30,20,18.616811427855637,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
919,False,"{'a': 0.01, 'e': 0.18909234087049664}",25,8,-0.5332287039836119,"{0: 15, 1: 1, 2: 0, 3: 1, 4: 0}",1
920,False,"{'a': 0.01, 'e': 0.18812329126361105}",25,20,9.187042061048288,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
921,False,"{'a': 0.01, 'e': 0.18715861514126442}",20,8,18.59059397095973,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
922,False,"{'a': 0.01, 'e': 0.18619829928166065}",20,0,6.020112542164984,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
923,False,"{'a': 0.01, 'e': 0.18524233042676153}",20,0,8.92258368237329,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
924,False,"{'a': 0.01, 'e': 0.18429069528343112}",35,1,29.923072332753392,"{0: 33, 1: 0, 2: 0, 3: 1, 4: 0}",1
925,False,"{'a': 0.01, 'e': 0.1833433805245701}",20,0,6.357422401603255,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
926,False,"{'a': 0.01, 'e': 0.18240037279023447}",25,10,-3.9331910126931637,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
927,False,"{'a': 0.01, 'e': 0.18146165868874575}",20,9,10.092741381290162,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
928,False,"{'a': 0.01, 'e': 0.1805272247977866}",25,13,6.662346525626604,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
929,False,"{'a': 0.01, 'e': 0.17959705766548462}",30,19,-44.408764639591155,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 1}",1
930,False,"{'a': 0.01, 'e': 0.1786711438114862}",25,19,14.431260903125285,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
931,False,"{'a': 0.01, 'e': 0.1777494697280152}",20,0,22.370843469443546,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
932,False,"{'a': 0.01, 'e': 0.1768320218809234}",25,17,14.737291683857139,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
933,False,"{'a': 0.01, 'e': 0.1759187867107258}",20,11,16.229916115850887,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
934,False,"{'a': 0.01, 'e': 0.1750097506336269}",20,12,14.207698998230189,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
935,False,"{'a': 0.01, 'e': 0.17410490004253387}",25,15,4.306452782830839,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
936,False,"{'a': 0.01, 'e': 0.17320422130805835}",25,15,18.70519916325297,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
937,False,"{'a': 0.01, 'e': 0.1723077007795082}",25,0,17.465708484148635,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
938,False,"{'a': 0.01, 'e': 0.17141532478586474}",25,17,12.103648644322837,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
939,False,"{'a': 0.01, 'e': 0.17052707963675295}",25,4,5.2361851870843825,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 0}",1
940,False,"{'a': 0.01, 'e': 0.16964295162339604}",25,0,-77.73875744073153,"{0: 21, 1: 0, 2: 1, 3: 1, 4: 2}",0
941,False,"{'a': 0.01, 'e': 0.16876292701956186}",20,0,23.2344881745389,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
942,False,"{'a': 0.01, 'e': 0.16788699208249758}",20,11,15.828544646258534,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
943,False,"{'a': 0.01, 'e': 0.16701513305385218}",20,3,-21.642972789853843,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
944,False,"{'a': 0.01, 'e': 0.1661473361605894}",25,11,-22.64946769142606,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
945,False,"{'a': 0.01, 'e': 0.1652835876158888}",20,9,9.104758604939814,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
946,False,"{'a': 0.01, 'e': 0.16442387362003685}",25,8,18.71643731833999,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
947,False,"{'a': 0.01, 'e': 0.1635681803613065}",25,7,26.586938338544687,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
948,False,"{'a': 0.01, 'e': 0.16271649401682642}",35,18,0.06071172624782584,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
949,False,"{'a': 0.01, 'e': 0.16186880075344023}",25,17,11.231971331010573,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
950,False,"{'a': 0.01, 'e': 0.16102508672855398}",25,13,20.63690181143565,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
951,False,"{'a': 0.01, 'e': 0.16018533809097435}",30,18,25.51949252484294,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
952,False,"{'a': 0.01, 'e': 0.1593495409817357}",30,20,18.480695075607414,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
953,False,"{'a': 0.01, 'e': 0.15851768153491752}",20,16,7.535725182268314,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
954,False,"{'a': 0.01, 'e': 0.15768974587845086}",20,5,5.091603382125614,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
955,False,"{'a': 0.01, 'e': 0.1568657201349153}",20,10,22.85338245723212,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
956,False,"{'a': 0.01, 'e': 0.1560455904223257}",25,16,16.043207985936018,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
957,False,"{'a': 0.01, 'e': 0.15522934285490875}",25,16,-21.634497155211452,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
958,False,"{'a': 0.01, 'e': 0.1544169635438698}",20,13,2.199533665800133,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
959,False,"{'a': 0.01, 'e': 0.15360843859814932}",25,13,24.461456978582238,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
960,False,"{'a': 0.01, 'e': 0.15280375412517122}",35,20,24.983241428047577,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
961,False,"{'a': 0.01, 'e': 0.1520028962315788}",25,8,-2.9125391302152286,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
962,False,"{'a': 0.01, 'e': 0.15120585102396367}",25,11,-24.887800856805207,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
963,False,"{'a': 0.01, 'e': 0.15041260460958372}",30,10,38.64146451325732,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
964,False,"{'a': 0.01, 'e': 0.14962314309707203}",20,10,-22.52299576190186,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
965,False,"{'a': 0.01, 'e': 0.1488374525971361}",25,14,11.936500609569329,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
966,False,"{'a': 0.01, 'e': 0.14805551922324833}",20,0,-9.339710278471587,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
967,False,"{'a': 0.01, 'e': 0.14727732909232616}",25,13,21.66722331188653,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
968,False,"{'a': 0.01, 'e': 0.14650286832540504}",20,1,33.48082331570289,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
969,False,"{'a': 0.01, 'e': 0.14573212304829986}",20,4,4.735389445787965,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
970,False,"{'a': 0.01, 'e': 0.144965079392259}",30,3,40.245692563311515,"{0: 26, 1: 1, 2: 0, 3: 0, 4: 0}",1
971,False,"{'a': 0.01, 'e': 0.14420172349460902}",25,16,18.112875185474554,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
972,False,"{'a': 0.01, 'e': 0.14344204149939066}",20,9,21.20452759461311,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
973,False,"{'a': 0.01, 'e': 0.14268601955798477}",20,8,20.882792045177887,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
974,False,"{'a': 0.01, 'e': 0.14193364382973173}",25,11,10.371777609595846,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
975,False,"{'a': 0.01, 'e': 0.14118490048254073}",30,16,-13.3520275072059,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
976,False,"{'a': 0.01, 'e': 0.14043977569348987}",20,0,22.341338042075147,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
977,False,"{'a': 0.01, 'e': 0.13969825564942018}",20,0,37.10135216786027,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
978,False,"{'a': 0.01, 'e': 0.138960326547518}",20,16,5.987351209484513,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
979,False,"{'a': 0.01, 'e': 0.13822597459589214}",25,7,11.552413821641597,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
980,False,"{'a': 0.01, 'e': 0.13749518601414001}",35,18,30.84150202553068,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
981,False,"{'a': 0.01, 'e': 0.1367679470339075}",25,11,4.630212540434815,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
982,False,"{'a': 0.01, 'e': 0.13604424389943992}",20,10,17.157627489971777,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
983,False,"{'a': 0.01, 'e': 0.13532406286812448}",20,7,7.6825584540414535,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
984,False,"{'a': 0.01, 'e': 0.13460739021102563}",35,0,20.247331295419635,"{0: 33, 1: 0, 2: 1, 3: 1, 4: 0}",0
985,False,"{'a': 0.01, 'e': 0.1338942122134118}",20,10,-25.09176630709178,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
986,False,"{'a': 0.01, 'e': 0.13318451517527474}",25,16,10.719071631328626,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
987,False,"{'a': 0.01, 'e': 0.13247828541184037}",20,5,14.471734747194537,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
988,False,"{'a': 0.01, 'e': 0.13177550925407255}",20,11,-25.31195915919449,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
989,False,"{'a': 0.01, 'e': 0.1310761730491693}",25,10,28.698240082875905,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
990,False,"{'a': 0.01, 'e': 0.13038026316105045}",20,0,26.167240564452545,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
991,False,"{'a': 0.01, 'e': 0.1296877659708393}",20,6,14.01385258360073,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
992,False,"{'a': 0.01, 'e': 0.12899866787733505}",20,3,13.581082944526996,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
993,False,"{'a': 0.01, 'e': 0.1283129552974791}",20,15,7.8018719756896235,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
994,False,"{'a': 0.01, 'e': 0.12763061466681425}",25,1,14.95085005596269,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 0}",1
995,False,"{'a': 0.01, 'e': 0.1269516324399349}",30,14,28.613301747820557,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
996,False,"{'a': 0.01, 'e': 0.12627599509093268}",20,11,-0.46313346825356505,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
997,False,"{'a': 0.01, 'e': 0.12560368911383202}",20,12,1.917780415845042,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
998,False,"{'a': 0.01, 'e': 0.12493470102302173}",30,8,32.90125919040618,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
999,False,"{'a': 0.01, 'e': 0.1242690173536769}",20,1,20.95907005562416,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
1000,False,"{'a': 0.01, 'e': 0.12360662466217542}",25,13,12.420952029529296,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1001,False,"{'a': 0.01, 'e': 0.12294750952650757}",25,18,14.341189974319281,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1002,False,"{'a': 0.01, 'e': 0.12229165854667823}",30,12,29.603802769372358,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1003,False,"{'a': 0.01, 'e': 0.12163905834510291}",20,8,20.00535880741419,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1004,False,"{'a': 0.01, 'e': 0.12098969556699646}",30,17,27.981191863766913,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1005,False,"{'a': 0.01, 'e': 0.12034355688075649}",25,7,21.024033399460215,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1006,False,"{'a': 0.01, 'e': 0.11970062897833855}",20,4,23.620817035501826,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
1007,False,"{'a': 0.01, 'e': 0.11906089857562585}",20,3,-3.8826320707166198,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
1008,False,"{'a': 0.01, 'e': 0.11842435241279348}",25,11,28.618523870067044,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1009,False,"{'a': 0.01, 'e': 0.11779097725466359}",25,7,6.208911032590073,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 0}",1
1010,False,"{'a': 0.01, 'e': 0.11716075989105756}",20,3,28.740858654084487,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1011,False,"{'a': 0.01, 'e': 0.11653368713713952}",25,20,9.734859021270308,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1012,False,"{'a': 0.01, 'e': 0.1159097458337549}",20,8,18.827520603936676,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1013,False,"{'a': 0.01, 'e': 0.11528892284776227}",25,18,11.60871329689325,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1014,False,"{'a': 0.01, 'e': 0.11467120507235995}",30,13,25.911194153416584,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1015,False,"{'a': 0.01, 'e': 0.11405657942740621}",35,17,27.803218201973802,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
1016,False,"{'a': 0.01, 'e': 0.11344503285973284}",30,16,15.923484772342844,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1017,False,"{'a': 0.01, 'e': 0.1128365523434548}",25,0,30.981962537365966,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
1018,False,"{'a': 0.01, 'e': 0.11223112488027176}",20,15,8.690824351920224,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1019,False,"{'a': 0.01, 'e': 0.11162873749976576}",30,18,8.869749226739579,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1020,False,"{'a': 0.01, 'e': 0.11102937725969231}",20,8,19.98841020049251,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1021,False,"{'a': 0.01, 'e': 0.11043303124626591}",25,12,15.059060287334985,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1022,False,"{'a': 0.01, 'e': 0.10983968657444088}",35,13,17.287771859484344,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
1023,False,"{'a': 0.01, 'e': 0.10924933038818518}",30,18,27.095431655692305,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1024,False,"{'a': 0.01, 'e': 0.1086619498607504}",25,16,15.634990283514021,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1025,False,"{'a': 0.01, 'e': 0.10807753219493499}",25,11,11.41204227477299,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1026,False,"{'a': 0.01, 'e': 0.1074960646233436}",20,8,21.462623605798754,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1027,False,"{'a': 0.01, 'e': 0.10691753440863971}",20,9,23.289329179947813,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1028,False,"{'a': 0.01, 'e': 0.10634192884379434}",25,11,21.85926958178881,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1029,False,"{'a': 0.01, 'e': 0.10576923525232884}",25,3,37.779771669405434,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1030,False,"{'a': 0.01, 'e': 0.1051994409885525}",20,4,18.784266470768053,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1031,False,"{'a': 0.01, 'e': 0.104632533437796}",25,8,19.47944175673809,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1032,False,"{'a': 0.01, 'e': 0.10406850001663892}",20,7,21.488523320758397,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1033,False,"{'a': 0.01, 'e': 0.10350732817313268}",20,15,8.860628900906399,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1034,False,"{'a': 0.01, 'e': 0.10294900538701923}",25,17,16.286165737179132,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1035,False,"{'a': 0.01, 'e': 0.10239351916994366}",30,11,29.021232309925864,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
1036,False,"{'a': 0.01, 'e': 0.10184085706566326}",20,8,21.583462915694405,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1037,False,"{'a': 0.01, 'e': 0.10129100665025104}",20,6,-14.538652995107169,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
1038,False,"{'a': 0.01, 'e': 0.1007439555322952}",25,5,10.112363134069874,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
1039,False,"{'a': 0.01, 'e': 0.10019969135309348}",20,8,24.263160495006154,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1040,False,"{'a': 0.01, 'e': 0.09965820178684348}",20,10,20.616245920238715,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1041,False,"{'a': 0.01, 'e': 0.09911947454082792}",30,18,15.624072574346755,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1042,False,"{'a': 0.01, 'e': 0.0985834973555958}",30,12,24.19756643739418,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1043,False,"{'a': 0.01, 'e': 0.09805025800513956}",25,0,3.381688252260454,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
1044,False,"{'a': 0.01, 'e': 0.09751974429706656}",30,18,24.220816648542982,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1045,False,"{'a': 0.01, 'e': 0.09699194407276801}",20,6,25.209070351496173,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1046,False,"{'a': 0.01, 'e': 0.09646684520758242}",20,5,14.004034305261527,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1047,False,"{'a': 0.01, 'e': 0.09594443561095478}",20,12,16.8955786421104,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1048,False,"{'a': 0.01, 'e': 0.09542470322659324}",20,15,9.382080137496986,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1049,False,"{'a': 0.01, 'e': 0.09490763603261898}",20,7,-41.40668495220717,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 1}",1
1050,False,"{'a': 0.01, 'e': 0.09439322204171474}",20,11,17.495307370144147,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1051,False,"{'a': 0.01, 'e': 0.09388144930126752}",35,12,19.595987078218485,"{0: 22, 1: 0, 2: 0, 3: 1, 4: 0}",1
1052,False,"{'a': 0.01, 'e': 0.09337230589350787}",25,16,18.1975632453185,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1053,False,"{'a': 0.01, 'e': 0.09286577993564604}",20,13,10.9843865430126,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1054,False,"{'a': 0.01, 'e': 0.09236185958000254}",20,5,15.555313965413252,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1055,False,"{'a': 0.01, 'e': 0.09186053301413677}",30,20,21.60404109071732,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1056,False,"{'a': 0.01, 'e': 0.09136178846097065}",25,8,17.90197543690961,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1057,False,"{'a': 0.01, 'e': 0.09086561417890882}",25,11,2.5352657524461932,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
1058,False,"{'a': 0.01, 'e': 0.09037199846195543}",20,12,13.358967812874049,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1059,False,"{'a': 0.01, 'e': 0.08988092963982675}",20,0,-12.337457750568065,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
1060,False,"{'a': 0.01, 'e': 0.08939239607806126}",20,8,19.90294194900425,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1061,False,"{'a': 0.01, 'e': 0.08890638617812452}",20,1,32.07801391931591,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1062,False,"{'a': 0.01, 'e': 0.08842288837751222}",20,12,6.5666374226364965,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1063,False,"{'a': 0.01, 'e': 0.0879418911498484}",25,12,-16.62459683740444,"{0: 11, 1: 0, 2: 0, 3: 2, 4: 0}",1
1064,False,"{'a': 0.01, 'e': 0.08746338300498147}",20,11,2.8112847097000726,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1065,False,"{'a': 0.01, 'e': 0.08698735248907596}",25,20,11.448588603065092,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1066,False,"{'a': 0.01, 'e': 0.08651378818470112}",20,2,11.362551582119462,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
1067,False,"{'a': 0.01, 'e': 0.08604267871091675}",25,2,35.63226032365368,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1068,False,"{'a': 0.01, 'e': 0.08557401272335485}",25,8,18.003687466549014,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1069,False,"{'a': 0.01, 'e': 0.08510777891429888}",20,0,30.18840400307681,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1070,False,"{'a': 0.01, 'e': 0.08464396601275981}",20,6,26.667033880206887,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1071,False,"{'a': 0.01, 'e': 0.08418256278454794}",20,11,16.098281595577483,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1072,False,"{'a': 0.01, 'e': 0.08372355803234366}",20,7,14.56663461225693,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1073,False,"{'a': 0.01, 'e': 0.08326694059576267}",20,14,13.860950828496495,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1074,False,"{'a': 0.01, 'e': 0.08281269935142088}",20,4,25.582525244071444,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1075,False,"{'a': 0.01, 'e': 0.08236082321299365}",25,11,29.45901656659007,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1076,False,"{'a': 0.01, 'e': 0.08191130113127432}",25,17,19.11418858055569,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1077,False,"{'a': 0.01, 'e': 0.08146412209422838}",25,11,21.27911794569332,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1078,False,"{'a': 0.01, 'e': 0.08101927512704576}",25,17,13.372542037812789,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1079,False,"{'a': 0.01, 'e': 0.0805767492921895}",35,18,35.77361996538167,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1080,False,"{'a': 0.01, 'e': 0.0801365336894424}",20,8,23.044614645425956,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1081,False,"{'a': 0.01, 'e': 0.07969861745595008}",35,13,37.74940681154342,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1082,False,"{'a': 0.01, 'e': 0.07926298976626212}",20,10,-21.183061668219505,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
1083,False,"{'a': 0.01, 'e': 0.07882963983237024}",20,16,6.492402169124967,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1084,False,"{'a': 0.01, 'e': 0.07839855690374342}",25,15,7.122615560071003,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1085,False,"{'a': 0.01, 'e': 0.07796973026736131}",20,5,18.502852794464435,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1086,False,"{'a': 0.01, 'e': 0.07754314924774419}",25,17,14.850162524816163,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1087,False,"{'a': 0.01, 'e': 0.07711880320698083}",20,3,26.072303657047474,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1088,False,"{'a': 0.01, 'e': 0.07669668154475417}",20,10,18.81570246329118,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1089,False,"{'a': 0.01, 'e': 0.07627677369836361}",30,22,15.838826443072954,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1090,False,"{'a': 0.01, 'e': 0.07585906914274565}",20,13,15.16550438373643,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1091,False,"{'a': 0.01, 'e': 0.07544355739049236}",20,10,5.373824038349319,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1092,False,"{'a': 0.01, 'e': 0.07503022799186632}",20,3,-8.792819479311856,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
1093,False,"{'a': 0.01, 'e': 0.07461907053481454}",25,3,35.25823311468217,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
1094,False,"{'a': 0.01, 'e': 0.07421007464497908}",30,13,21.51830884743907,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1095,False,"{'a': 0.01, 'e': 0.07380322998570621}",20,0,26.457863445950505,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1096,False,"{'a': 0.01, 'e': 0.07339852625805288}",25,8,14.981835347963866,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
