trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1097,False,"{'a': 0.01, 'e': 0.07299595320079066}",20,0,30.941669759141007,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1098,False,"{'a': 0.01, 'e': 0.07259550059040887}",20,2,26.97398154094694,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
1099,False,"{'a': 0.01, 'e': 0.07219715824111328}",25,9,30.75940996212405,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1100,False,"{'a': 0.01, 'e': 0.07180091600482552}",20,14,10.444667128831616,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1101,False,"{'a': 0.01, 'e': 0.07140676377117783}",20,13,4.531794903434335,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
1102,False,"{'a': 0.01, 'e': 0.07101469146750772}",25,17,3.3955678669798486,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1103,False,"{'a': 0.01, 'e': 0.07062468905884889}",20,14,9.369022664538873,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1104,False,"{'a': 0.01, 'e': 0.070236746547922}",30,14,16.407666216512013,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1105,False,"{'a': 0.01, 'e': 0.06985085397512203}",20,11,18.937145528852508,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1106,False,"{'a': 0.01, 'e': 0.06946700141850415}",25,10,18.01612229704691,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
1107,False,"{'a': 0.01, 'e': 0.0690851789937682}",20,10,6.941773371225155,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1108,False,"{'a': 0.01, 'e': 0.06870537685424039}",20,2,17.085510990903895,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1109,False,"{'a': 0.01, 'e': 0.06832758519085402}",20,3,27.104310650437125,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1110,False,"{'a': 0.01, 'e': 0.06795179423212783}",20,6,27.132368053713414,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1111,False,"{'a': 0.01, 'e': 0.06757799424414279}",20,10,17.52278669520186,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1112,False,"{'a': 0.01, 'e': 0.06720617553051722}",20,14,9.751033680901662,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1113,False,"{'a': 0.01, 'e': 0.06683632843237963}",20,13,10.9199217788983,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1114,False,"{'a': 0.01, 'e': 0.06646844332834079}",20,9,19.28174345549649,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1115,False,"{'a': 0.01, 'e': 0.06610251063446326}",30,16,-14.553411461476344,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
1116,False,"{'a': 0.01, 'e': 0.0657385208042297}",20,2,26.86955858324122,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1117,False,"{'a': 0.01, 'e': 0.06537646432850974}",25,10,25.72404992100097,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1118,False,"{'a': 0.01, 'e': 0.06501633173552424}",25,13,18.079492781842823,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1119,False,"{'a': 0.01, 'e': 0.06465811359080964}",20,6,25.984571569864414,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1120,False,"{'a': 0.01, 'e': 0.06430180049717926}",25,13,22.71518579247235,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1121,False,"{'a': 0.01, 'e': 0.06394738309468373}",20,0,32.23973475988012,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1122,False,"{'a': 0.01, 'e': 0.0635948520605698}",25,12,20.60206381344801,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
1123,False,"{'a': 0.01, 'e': 0.06324419810923798}",25,19,13.00460739880784,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1124,False,"{'a': 0.01, 'e': 0.06289541199219817}",25,14,15.506253625242426,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1125,False,"{'a': 0.01, 'e': 0.06254848449802419}",25,9,-9.062037036829981,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
1126,False,"{'a': 0.01, 'e': 0.062203406452307264}",20,13,14.145750599126545,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1127,False,"{'a': 0.01, 'e': 0.0618601687176068}",20,4,29.555923741604687,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1128,False,"{'a': 0.01, 'e': 0.06151876219340191}",20,16,7.167307841795409,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1129,False,"{'a': 0.01, 'e': 0.061179177816039654}",25,16,17.418171149424133,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1130,False,"{'a': 0.01, 'e': 0.060841406558682865}",30,21,15.803548859248586,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1131,False,"{'a': 0.01, 'e': 0.060505439431256636}",30,16,25.41736811767189,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1132,False,"{'a': 0.01, 'e': 0.060171267480393587}",30,17,20.471749651234205,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1133,False,"{'a': 0.01, 'e': 0.05983888178937746}",20,8,24.207824667321177,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1134,False,"{'a': 0.01, 'e': 0.05950827347808629}",20,13,10.712780878511172,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1135,False,"{'a': 0.01, 'e': 0.059179433702933104}",20,9,21.984491552497126,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1136,False,"{'a': 0.01, 'e': 0.05885235365680708}",20,14,-1.0631031657477665,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
1137,False,"{'a': 0.01, 'e': 0.05852702456901204}",20,9,24.018901814182964,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1138,False,"{'a': 0.01, 'e': 0.05820343770520453}",30,3,1.5370607047581315,"{0: 23, 1: 0, 2: 4, 3: 0, 4: 0}",1
1139,False,"{'a': 0.01, 'e': 0.05788158436733115}",20,10,17.62884303914817,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1140,False,"{'a': 0.01, 'e': 0.05756145589356365}",20,14,12.811913443668526,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1141,False,"{'a': 0.01, 'e': 0.057243043658234294}",25,13,22.18765859127382,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1142,False,"{'a': 0.01, 'e': 0.056926339071768584}",25,13,16.13298530850949,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1143,False,"{'a': 0.01, 'e': 0.05661133358061898}",30,12,30.18788871323172,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1144,False,"{'a': 0.01, 'e': 0.05629801866719564}",20,13,12.895416362315352,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1145,False,"{'a': 0.01, 'e': 0.05598638584979709}",30,18,24.991316017882152,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1146,False,"{'a': 0.01, 'e': 0.05567642668254025}",20,6,28.772008292512293,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1147,False,"{'a': 0.01, 'e': 0.0553681327552884}",25,11,18.96017682352176,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1148,False,"{'a': 0.01, 'e': 0.05506149569357954}",25,13,24.515840390732745,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1149,False,"{'a': 0.01, 'e': 0.0547565071585524}",25,20,7.434445163982425,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1150,False,"{'a': 0.01, 'e': 0.05445315884687296}",20,14,10.074320731523006,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1151,False,"{'a': 0.01, 'e': 0.05415144249065906}",25,14,24.999003647795742,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1152,False,"{'a': 0.01, 'e': 0.05385134985740425}",20,6,28.554131000364357,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1153,False,"{'a': 0.01, 'e': 0.05355287274990139}",20,13,11.696072416737952,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1154,False,"{'a': 0.01, 'e': 0.053256003006165065}",25,14,21.11413610569779,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1155,False,"{'a': 0.01, 'e': 0.052960732499352514}",20,16,7.79875646166753,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1156,False,"{'a': 0.01, 'e': 0.05266705313768516}",30,18,25.594003498041392,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1157,False,"{'a': 0.01, 'e': 0.052374956864367994}",20,14,11.318075772147443,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1158,False,"{'a': 0.01, 'e': 0.052084435657508976}",25,17,11.732620747582448,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1159,False,"{'a': 0.01, 'e': 0.051795481530037435}",25,10,14.799367153043983,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1160,False,"{'a': 0.01, 'e': 0.05150808652962191}",20,3,-10.870204436002314,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
1161,False,"{'a': 0.01, 'e': 0.051222242738586554}",30,22,11.760773685864415,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1162,False,"{'a': 0.01, 'e': 0.05093794227382831}",25,15,17.461012667419194,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1163,False,"{'a': 0.01, 'e': 0.05065517728673141}",25,7,33.157866641452905,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1164,False,"{'a': 0.01, 'e': 0.050373939963083036}",20,8,15.0528571458627,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1165,False,"{'a': 0.01, 'e': 0.05009422252298734}",20,2,17.266056407258844,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1166,False,"{'a': 0.01, 'e': 0.04981601722077866}",30,19,20.18164527664773,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1167,False,"{'a': 0.01, 'e': 0.049539316344934914}",30,8,30.390351855237626,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
1168,False,"{'a': 0.01, 'e': 0.049264112217989764}",20,6,20.03176324109552,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1169,False,"{'a': 0.01, 'e': 0.04899039719644416}",25,17,17.84375908895999,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1170,False,"{'a': 0.01, 'e': 0.048718163670677495}",20,9,18.330379169038583,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1171,False,"{'a': 0.01, 'e': 0.04844740406485848}",20,7,25.20625446109747,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1172,False,"{'a': 0.01, 'e': 0.04817811083685475}",25,14,18.650492634243584,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1173,False,"{'a': 0.01, 'e': 0.04791027647814228}",20,7,13.67277587270611,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1174,False,"{'a': 0.01, 'e': 0.047643893513714564}",20,0,-11.153647059636754,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
1175,False,"{'a': 0.01, 'e': 0.04737895450199081}",25,8,29.587655076568286,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1176,False,"{'a': 0.01, 'e': 0.04711545203472378}",30,22,11.7845943343642,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1177,False,"{'a': 0.01, 'e': 0.046853378736907314}",20,11,9.99904165039063,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
1178,False,"{'a': 0.01, 'e': 0.04659272726668284}",20,15,8.070849018434265,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1179,False,"{'a': 0.01, 'e': 0.04633349031524636}",25,12,22.164005007580275,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1180,False,"{'a': 0.01, 'e': 0.04607566060675394}",20,3,27.621891899337115,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1181,False,"{'a': 0.01, 'e': 0.04581923089822748}",20,10,22.821656075509953,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1182,False,"{'a': 0.01, 'e': 0.04556419397945932}",30,16,27.120805379273122,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1183,False,"{'a': 0.01, 'e': 0.045310542672917786}",20,8,24.310721784996538,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1184,False,"{'a': 0.01, 'e': 0.04505826983365058}",35,18,31.464430913691746,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1185,False,"{'a': 0.01, 'e': 0.04480736834918908}",20,14,13.740582259866796,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1186,False,"{'a': 0.01, 'e': 0.044557831139451554}",25,16,17.49768199604239,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1187,False,"{'a': 0.01, 'e': 0.044309651156646535}",20,7,25.937970280764567,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1188,False,"{'a': 0.01, 'e': 0.04406282138517548}",35,20,29.84329473549057,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1189,False,"{'a': 0.01, 'e': 0.043817334841534605}",20,10,-19.460000930048746,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
1190,False,"{'a': 0.01, 'e': 0.043573184574217994}",20,10,20.089524047733367,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1191,False,"{'a': 0.01, 'e': 0.0433303636636182}",30,14,33.83442462170408,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1192,False,"{'a': 0.01, 'e': 0.04308886522192823}",25,10,24.021805983381267,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1193,False,"{'a': 0.01, 'e': 0.042848682393042625}",25,20,13.466952282936422,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1194,False,"{'a': 0.01, 'e': 0.04260980835245798}",20,14,9.51627164443508,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1195,False,"{'a': 0.01, 'e': 0.04237223630717357}",30,12,34.082217620916545,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1196,False,"{'a': 0.01, 'e': 0.04213595949559157}",20,12,-7.274626021169073,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
1197,False,"{'a': 0.01, 'e': 0.04190097118741709}",30,19,21.23179154867458,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1198,False,"{'a': 0.01, 'e': 0.041667264683557415}",20,7,22.42464532225459,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1199,False,"{'a': 0.01, 'e': 0.04143483331602216}",30,18,19.805227538086665,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1200,False,"{'a': 0.01, 'e': 0.041203670447821916}",20,10,18.83195776783008,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1201,False,"{'a': 0.01, 'e': 0.04097376947286724}",25,16,14.956276981796627,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1202,False,"{'a': 0.01, 'e': 0.04074512381586781}",30,18,22.98314428923944,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1203,False,"{'a': 0.01, 'e': 0.04051772693223055}",25,7,30.174319416260175,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1204,False,"{'a': 0.01, 'e': 0.04029157230795821}",25,7,35.194875295943206,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1205,False,"{'a': 0.01, 'e': 0.040066653459547186}",30,20,6.822956121847688,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1206,False,"{'a': 0.01, 'e': 0.03984296393388598}",20,6,20.172012427468136,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1207,False,"{'a': 0.01, 'e': 0.03962049730815265}",20,0,33.08491955969674,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1208,False,"{'a': 0.01, 'e': 0.03939924718971244}",30,3,48.121605533108365,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
1209,False,"{'a': 0.01, 'e': 0.03917920721601531}",25,3,28.519655843207882,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
1210,False,"{'a': 0.01, 'e': 0.03896037105449324}",20,11,19.11416613218747,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1211,False,"{'a': 0.01, 'e': 0.038742732402457514}",30,8,20.781900359102526,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
1212,False,"{'a': 0.01, 'e': 0.038526284986995396}",30,12,32.062528946090005,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1213,False,"{'a': 0.01, 'e': 0.038311022564867736}",30,18,22.477716550464777,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1214,False,"{'a': 0.01, 'e': 0.038096938922404844}",25,20,10.456515270126975,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1215,False,"{'a': 0.01, 'e': 0.03788402787540379}",30,13,31.794069804921268,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1216,False,"{'a': 0.01, 'e': 0.037672283269025275}",25,8,32.4324697286906,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1217,False,"{'a': 0.01, 'e': 0.03746169897768925}",20,0,34.93517576092568,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1218,False,"{'a': 0.01, 'e': 0.0372522689049718}",20,12,18.576284263741794,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1219,False,"{'a': 0.01, 'e': 0.037043986983501864}",20,6,23.519671270393758,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1220,False,"{'a': 0.01, 'e': 0.03683684717485658}",25,14,23.16713568969309,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1221,False,"{'a': 0.01, 'e': 0.03663084346945844}",20,10,15.852584273194509,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1222,False,"{'a': 0.01, 'e': 0.03642596988647062}",20,3,25.137579825799406,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1223,False,"{'a': 0.01, 'e': 0.03622222047369372}",30,22,10.984185884679643,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1224,False,"{'a': 0.01, 'e': 0.036019589307461186}",20,8,23.08671888076999,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1225,False,"{'a': 0.01, 'e': 0.035818070492535825}",20,14,12.234878525990124,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1226,False,"{'a': 0.01, 'e': 0.03561765816200568}",20,12,15.533510750868173,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1227,False,"{'a': 0.01, 'e': 0.03541834647717945}",20,0,31.549711997225053,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1228,False,"{'a': 0.01, 'e': 0.03522012962748344}",20,9,20.902349702325726,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1229,False,"{'a': 0.01, 'e': 0.03502300183035656}",30,8,29.107128797429283,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
1230,False,"{'a': 0.01, 'e': 0.03482695733114649}",20,6,4.288463016498197,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
1231,False,"{'a': 0.01, 'e': 0.0346319904030058}",20,3,32.199807944502155,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1232,False,"{'a': 0.01, 'e': 0.03443809534678788}",25,16,13.002574357575226,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1233,False,"{'a': 0.01, 'e': 0.03424526649094273}",20,16,6.652634723378804,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1234,False,"{'a': 0.01, 'e': 0.03405349819141268}",30,18,21.863745031928943,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1235,False,"{'a': 0.01, 'e': 0.033862784831528825}",30,10,22.830405358452552,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1236,False,"{'a': 0.01, 'e': 0.03367312082190699}",20,13,12.167018933926212,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1237,False,"{'a': 0.01, 'e': 0.03348450060034358}",30,20,19.404595380107487,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1238,False,"{'a': 0.01, 'e': 0.03329691863171147}",25,11,24.908377064920384,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1239,False,"{'a': 0.01, 'e': 0.03311036940785661}",25,15,22.388552716462723,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1240,False,"{'a': 0.01, 'e': 0.03292484744749424}",30,18,20.768955190521933,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1241,False,"{'a': 0.01, 'e': 0.03274034729610453}",25,15,16.556930701527527,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1242,False,"{'a': 0.01, 'e': 0.03255686352582954}",20,14,13.27092716079464,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1243,False,"{'a': 0.01, 'e': 0.032374390735369185}",20,12,14.069817496680344,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1244,False,"{'a': 0.01, 'e': 0.03219292354987813}",25,8,8.761494452108701,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
1245,False,"{'a': 0.01, 'e': 0.03201245662086161}",20,12,16.402238789767164,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1246,False,"{'a': 0.01, 'e': 0.03183298462607287}",20,0,33.27383622277735,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1247,False,"{'a': 0.01, 'e': 0.03165450226940936}",20,10,18.646620892338323,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1248,False,"{'a': 0.01, 'e': 0.031477004280809684}",20,3,30.81323343531934,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1249,False,"{'a': 0.01, 'e': 0.03130048541615027}",25,0,44.55271761128662,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1250,False,"{'a': 0.01, 'e': 0.031124940457142758}",30,8,38.63830022480495,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1251,False,"{'a': 0.01, 'e': 0.030950364211230985}",20,15,11.14603440680303,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1252,False,"{'a': 0.01, 'e': 0.030776751511487954}",20,5,23.093739540994104,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1253,False,"{'a': 0.01, 'e': 0.03060409721651325}",25,12,25.0066368457375,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1254,False,"{'a': 0.01, 'e': 0.030432396210331003}",25,14,20.841496805075785,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1255,False,"{'a': 0.01, 'e': 0.03026164340228632}",30,15,29.249009095609633,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1256,False,"{'a': 0.01, 'e': 0.03009183372694446}",30,16,23.01985286092125,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1257,False,"{'a': 0.01, 'e': 0.029922962143987264}",20,11,16.424055172400298,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1258,False,"{'a': 0.01, 'e': 0.029755023638112}",25,0,38.85891183218618,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1259,False,"{'a': 0.01, 'e': 0.029588013218929343}",20,9,19.176118732846522,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1260,False,"{'a': 0.01, 'e': 0.029421925920861236}",30,18,13.083994952995498,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1261,False,"{'a': 0.01, 'e': 0.02925675680303963}",20,7,27.242639998544846,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1262,False,"{'a': 0.01, 'e': 0.029092500949205014}",30,22,16.870924255187308,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1263,False,"{'a': 0.01, 'e': 0.02892915346760494}",25,14,23.41482826880157,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1264,False,"{'a': 0.01, 'e': 0.028766709490892994}",25,14,18.24571329613243,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1265,False,"{'a': 0.01, 'e': 0.028605164176027875}",20,2,4.451550561349178,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
1266,False,"{'a': 0.01, 'e': 0.028444512704172253}",20,1,21.222250107386127,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
1267,False,"{'a': 0.01, 'e': 0.02828475028059274}",25,17,18.187563458489137,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1268,False,"{'a': 0.01, 'e': 0.028125872134558638}",20,11,18.55708485774758,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1269,False,"{'a': 0.01, 'e': 0.027967873519242348}",25,20,10.983448552250236,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1270,False,"{'a': 0.01, 'e': 0.027810749711618787}",20,5,25.921750085117093,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1271,False,"{'a': 0.01, 'e': 0.02765449601236547}",30,9,36.648586631960114,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
1272,False,"{'a': 0.01, 'e': 0.02749910774576314}",20,10,19.079437581244726,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1273,False,"{'a': 0.01, 'e': 0.02734458025959563}",30,21,16.574749852179366,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1274,False,"{'a': 0.01, 'e': 0.027190908925050827}",25,8,25.80595274828345,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1275,False,"{'a': 0.01, 'e': 0.027038089136621646}",25,5,34.43097381882745,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1276,False,"{'a': 0.01, 'e': 0.026886116312006547}",20,7,12.306632542614768,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1277,False,"{'a': 0.01, 'e': 0.026734985892010954}",20,8,16.45347207866842,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1278,False,"{'a': 0.01, 'e': 0.026584693340448884}",20,3,28.338408686005646,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1279,False,"{'a': 0.01, 'e': 0.02643523414404436}",25,20,10.08005914664831,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
